FUND_CODE,ACCRUAL_DATE,MGMT_FEE_ACCRUED,ADMIN_FEE_ACCRUED,OTHER_EXPENSE
CIF-BAL-60-03,2025-12-11,57124.47,6966.4,6869.11
CIF-BAL-60-03,2025-12-12,56824.43,6929.81,5954.35
CIF-BAL-60-03,2025-12-15,57187.72,6974.11,7362.43
CIF-BAL-60-03,2025-12-16,57282.64,6985.69,5737.38
CIF-BAL-60-03,2025-12-17,57307.23,6988.69,6435.6
CIF-BAL-60-03,2025-12-18,57182.09,6973.43,6163.28
CIF-BAL-60-03,2025-12-19,57051.15,6957.46,5688.83
CIF-BAL-60-03,2025-12-22,56959.52,6946.28,6654.37
CIF-BAL-60-03,2025-12-23,56785.46,6925.06,6609.82
CIF-BAL-60-03,2025-12-24,56958.68,6946.18,6289.32
CIF-BAL-60-03,2025-12-25,57057.96,6958.29,7237.12
CIF-BAL-60-03,2025-12-26,57008.26,6952.23,7381.79
CIF-BAL-60-03,2025-12-29,57293.91,6987.06,5951.96
CIF-BAL-60-03,2025-12-30,57420.94,7002.55,6318.97
CIF-BAL-60-03,2025-12-31,57077.73,6960.7,6766.85
CIF-FIX-IN-04,2024-12-24,23775.79,3721.43,4340.06
CIF-FIX-IN-04,2024-12-25,23782.83,3722.53,3668.7
CIF-FIX-IN-04,2024-12-26,23633.92,3699.22,4472.71
CIF-FIX-IN-04,2024-12-27,23565.06,3688.44,3744.12
CIF-FIX-IN-04,2024-12-30,23530.68,3683.06,4502.84
CIF-FIX-IN-04,2024-12-31,23471.86,3673.86,3833.66
CIF-FIX-IN-04,2025-01-01,23468.99,3673.41,3914.52
CIF-FIX-IN-04,2025-01-02,23480.74,3675.25,3560.76
CIF-FIX-IN-04,2025-01-03,23450.7,3670.54,3660.72
CIF-FIX-IN-04,2025-01-06,23390.84,3661.18,4114.83
CIF-FIX-IN-04,2025-01-07,23364.43,3657.04,3492.35
CIF-FIX-IN-04,2025-01-08,23291.49,3645.63,4212.02
CIF-FIX-IN-04,2025-01-09,23324.29,3650.76,4382.56
CIF-FIX-IN-04,2025-01-10,23182.02,3628.49,3984.23
CIF-FIX-IN-04,2025-01-13,24238.38,3793.83,3742.89
CIF-FIX-IN-04,2025-01-14,24261.11,3797.39,3797.42
CIF-FIX-IN-04,2025-01-15,24292.47,3802.3,3854.37
CIF-FIX-IN-04,2025-01-16,24352.01,3811.62,4331.36
CIF-FIX-IN-04,2025-01-17,24291.54,3802.15,3644.1
CIF-FIX-IN-04,2025-01-20,24244.9,3794.85,4522.69
CIF-FIX-IN-04,2025-01-21,24246.86,3795.16,4558.63
CIF-FIX-IN-04,2025-01-22,24161.09,3781.74,4577.09
CIF-FIX-IN-04,2025-01-23,24200.93,3787.97,3519.83
CIF-FIX-IN-04,2025-01-24,24139.53,3778.36,3544.82
CIF-FIX-IN-04,2025-01-27,24119.61,3775.24,3845.44
CIF-FIX-IN-04,2025-01-28,24135.26,3777.69,4144.21
CIF-FIX-IN-04,2025-01-29,24176.89,3784.21,3804.16
CIF-FIX-IN-04,2025-01-30,24077.51,3768.65,3480.35
CIF-FIX-IN-04,2025-01-31,24055.08,3765.14,3521.67
CIF-FIX-IN-04,2025-02-03,23942.83,3747.57,3820.43
CIF-FIX-IN-04,2025-02-04,24021.28,3759.85,4491.04
CIF-FIX-IN-04,2025-02-05,24078.65,3768.83,3715.14
CIF-FIX-IN-04,2025-02-06,24088.77,3770.42,4391.57
CIF-FIX-IN-04,2025-02-07,24135.98,3777.81,4074.32
CIF-FIX-IN-04,2025-02-10,24126.66,3776.35,3459.96
CIF-FIX-IN-04,2025-02-11,24143.53,3778.99,4145.17
CIF-FIX-IN-04,2025-02-12,24185.63,3785.58,4272.05
CIF-FIX-IN-04,2025-02-13,24274.28,3799.45,3830.75
CIF-FIX-IN-04,2025-02-14,24334.71,3808.91,4619.8
CIF-FIX-IN-04,2025-02-17,23229.86,3635.98,3772.2
CIF-FIX-IN-04,2025-02-18,23148.67,3623.27,3739.85
CIF-FIX-IN-04,2025-02-19,23208.76,3632.68,3456.24
CIF-FIX-IN-04,2025-02-20,23296.68,3646.44,3742.07
CIF-FIX-IN-04,2025-02-21,23345.56,3654.09,4111.43
CIF-FIX-IN-04,2025-02-24,23484.8,3675.88,3720.05
CIF-FIX-IN-04,2025-02-25,23523.66,3681.96,4379.0
CIF-FIX-IN-04,2025-02-26,23519.09,3681.25,3767.02
CIF-FIX-IN-04,2025-02-27,23488.92,3676.53,3751.93
CIF-FIX-IN-04,2025-02-28,23489.4,3676.6,3464.89
CIF-FIX-IN-04,2025-03-03,23482.75,3675.56,3761.27
CIF-FIX-IN-04,2025-03-04,23437.44,3668.47,4263.05
CIF-FIX-IN-04,2025-03-05,23477.61,3674.76,4413.47
CIF-FIX-IN-04,2025-03-06,23580.84,3690.91,3480.74
CIF-FIX-IN-04,2025-03-07,23515.23,3680.64,4379.27
CIF-FIX-IN-04,2025-03-10,23579.61,3690.72,3665.3
CIF-FIX-IN-04,2025-03-11,23557.01,3687.18,4256.15
CIF-FIX-IN-04,2025-03-12,23348.46,3654.54,4298.19
CIF-FIX-IN-04,2025-03-13,23306.9,3648.04,3463.6
CIF-FIX-IN-04,2025-03-14,23356.4,3655.78,4015.02
CIF-FIX-IN-04,2025-03-17,23288.83,3645.21,4067.83
CIF-FIX-IN-04,2025-03-18,23309.28,3648.41,4446.67
CIF-FIX-IN-04,2025-03-19,23355.12,3655.58,4282.45
CIF-FIX-IN-04,2025-03-20,23352.11,3655.11,3517.68
CIF-FIX-IN-04,2025-03-21,23338.02,3652.91,3752.17
CIF-FIX-IN-04,2025-03-24,23477.99,3674.82,3381.17
CIF-FIX-IN-04,2025-03-25,23558.88,3687.48,3484.46
CIF-FIX-IN-04,2025-03-26,23583.32,3691.3,3489.56
CIF-FIX-IN-04,2025-03-27,23732.57,3714.66,4392.87
CIF-FIX-IN-04,2025-03-28,23684.49,3707.14,4200.06
CIF-FIX-IN-04,2025-03-31,23415.33,3665.01,4229.07
CIF-FIX-IN-04,2025-04-01,23455.07,3671.23,4494.73
CIF-FIX-IN-04,2025-04-02,23368.45,3657.67,3388.6
CIF-FIX-IN-04,2025-04-03,23339.93,3653.21,4391.78
CIF-FIX-IN-04,2025-04-04,23374.9,3658.68,4126.55
CIF-FIX-IN-04,2025-04-07,23537.78,3684.17,4304.15
CIF-FIX-IN-04,2025-04-08,23711.75,3711.41,4089.11
CIF-FIX-IN-04,2025-04-09,23773.02,3720.99,4185.23
CIF-FIX-IN-04,2025-04-10,23722.96,3713.16,4448.41
CIF-FIX-IN-04,2025-04-11,21158.26,3311.73,3164.99
CIF-FIX-IN-04,2025-04-14,21156.31,3311.42,3551.99
CIF-FIX-IN-04,2025-04-15,21181.61,3315.38,3635.82
CIF-FIX-IN-04,2025-04-16,21146.35,3309.86,3747.9
CIF-FIX-IN-04,2025-04-17,21309.93,3335.47,3736.52
CIF-FIX-IN-04,2025-04-18,21314.33,3336.16,3143.5
CIF-FIX-IN-04,2025-04-21,21410.28,3351.17,3840.96
CIF-FIX-IN-04,2025-04-22,21389.38,3347.9,3777.93
CIF-FIX-IN-04,2025-04-23,21409.36,3351.03,3949.09
CIF-FIX-IN-04,2025-04-24,21417.63,3352.33,3417.59
CIF-FIX-IN-04,2025-04-25,21343.58,3340.73,3295.0
CIF-FIX-IN-04,2025-04-28,21228.5,3322.72,3077.5
CIF-FIX-IN-04,2025-04-29,21223.35,3321.92,3562.52
CIF-FIX-IN-04,2025-04-30,21355.78,3342.64,3137.44
CIF-FIX-IN-04,2025-05-01,21350.06,3341.75,3422.84
CIF-FIX-IN-04,2025-05-02,21290.57,3332.44,3140.48
CIF-FIX-IN-04,2025-05-05,21292.08,3332.67,3761.36
CIF-FIX-IN-04,2025-05-06,21350.43,3341.81,3241.03
CIF-FIX-IN-04,2025-05-07,21239.97,3324.52,3122.65
CIF-FIX-IN-04,2025-05-08,21252.78,3326.52,3722.13
CIF-FIX-IN-04,2025-05-09,21121.25,3305.93,3974.2
CIF-FIX-IN-04,2025-05-12,21096.35,3302.04,3841.11
CIF-FIX-IN-04,2025-05-13,20998.89,3286.78,3356.07
CIF-FIX-IN-04,2025-05-14,20899.06,3271.16,3358.74
CIF-FIX-IN-04,2025-05-15,21018.7,3289.88,4018.8
CIF-FIX-IN-04,2025-05-16,20909.75,3272.83,3975.53
CIF-FIX-IN-04,2025-05-19,20820.34,3258.84,3940.53
CIF-FIX-IN-04,2025-05-20,20803.72,3256.23,3094.46
CIF-FIX-IN-04,2025-05-21,20866.62,3266.08,3833.53
CIF-FIX-IN-04,2025-05-22,20948.41,3278.88,3166.31
CIF-FIX-IN-04,2025-05-23,20950.97,3279.28,3710.76
CIF-FIX-IN-04,2025-05-26,21041.58,3293.46,4037.09
CIF-FIX-IN-04,2025-05-27,21015.15,3289.33,3009.56
CIF-FIX-IN-04,2025-05-28,21073.83,3298.51,3504.45
CIF-FIX-IN-04,2025-05-29,21086.65,3300.52,3697.34
CIF-FIX-IN-04,2025-05-30,21056.73,3295.84,3689.1
CIF-FIX-IN-04,2025-06-02,20979.44,3283.74,3750.48
CIF-FIX-IN-04,2025-06-03,20959.98,3280.69,3153.2
CIF-FIX-IN-04,2025-06-04,21107.29,3303.75,3177.71
CIF-FIX-IN-04,2025-06-05,21055.45,3295.64,3179.03
CIF-FIX-IN-04,2025-06-06,21025.43,3290.94,3351.28
CIF-FIX-IN-04,2025-06-09,20922.1,3274.76,3228.31
CIF-FIX-IN-04,2025-06-10,20938.66,3277.36,3784.65
CIF-FIX-IN-04,2025-06-11,20929.68,3275.95,3867.1
CIF-FIX-IN-04,2025-06-12,20831.37,3260.56,3209.47
CIF-FIX-IN-04,2025-06-13,20741.05,3246.43,3694.33
CIF-FIX-IN-04,2025-06-16,20703.68,3240.58,3424.26
CIF-FIX-IN-04,2025-06-17,20780.62,3252.62,2980.37
CIF-FIX-IN-04,2025-06-18,20762.01,3249.71,3012.94
CIF-FIX-IN-04,2025-06-19,20732.03,3245.01,2970.12
CIF-FIX-IN-04,2025-06-20,20719.19,3243.0,3717.05
CIF-FIX-IN-04,2025-06-23,20562.31,3218.45,3165.45
CIF-FIX-IN-04,2025-06-24,20624.99,3228.26,2951.71
CIF-FIX-IN-04,2025-06-25,20630.46,3229.12,3682.2
CIF-FIX-IN-04,2025-06-26,20649.84,3232.15,3578.37
CIF-FIX-IN-04,2025-06-27,20695.77,3239.34,3265.21
CIF-FIX-IN-04,2025-06-30,20564.74,3218.83,3432.87
CIF-FIX-IN-04,2025-07-01,20607.14,3225.47,3664.22
CIF-FIX-IN-04,2025-07-02,20497.46,3208.3,3822.18
CIF-FIX-IN-04,2025-07-03,20491.52,3207.37,3807.33
CIF-FIX-IN-04,2025-07-04,20543.68,3215.53,3070.78
CIF-FIX-IN-04,2025-07-07,20448.48,3200.63,3417.7
CIF-FIX-IN-04,2025-07-08,20473.47,3204.54,3565.9
CIF-FIX-IN-04,2025-07-09,20477.08,3205.11,3374.88
CIF-FIX-IN-04,2025-07-10,20451.05,3201.03,2935.61
CIF-FIX-IN-04,2025-07-11,20351.79,3185.5,3081.16
CIF-FIX-IN-04,2025-07-14,20349.08,3185.07,3775.87
CIF-FIX-IN-04,2025-07-15,20281.15,3174.44,3818.47
CIF-FIX-IN-04,2025-07-16,20271.19,3172.88,3192.99
CIF-FIX-IN-04,2025-07-17,20153.5,3154.46,3523.99
CIF-FIX-IN-04,2025-07-18,20222.14,3165.21,2914.14
CIF-FIX-IN-04,2025-07-21,20201.76,3162.02,3644.42
CIF-FIX-IN-04,2025-07-22,20177.04,3158.14,2950.75
CIF-FIX-IN-04,2025-07-23,20198.2,3161.46,3164.02
CIF-FIX-IN-04,2025-07-24,20240.86,3168.13,3744.24
CIF-FIX-IN-04,2025-07-25,20206.07,3162.69,3360.27
CIF-FIX-IN-04,2025-07-28,20272.98,3173.16,3531.08
CIF-FIX-IN-04,2025-07-29,20271.45,3172.92,3874.83
CIF-FIX-IN-04,2025-07-30,20398.13,3192.75,3861.79
CIF-FIX-IN-04,2025-07-31,20383.78,3190.5,3269.52
CIF-FIX-IN-04,2025-08-01,20330.62,3182.18,3734.9
CIF-FIX-IN-04,2025-08-04,20307.69,3178.6,3165.26
CIF-FIX-IN-04,2025-08-05,20275.29,3173.52,3078.6
CIF-FIX-IN-04,2025-08-06,20323.94,3181.14,3208.17
CIF-FIX-IN-04,2025-08-07,20375.43,3189.2,3687.17
CIF-FIX-IN-04,2025-08-08,20413.79,3195.2,2951.15
CIF-FIX-IN-04,2025-08-11,20426.04,3197.12,3762.41
CIF-FIX-IN-04,2025-08-12,20442.64,3199.72,3451.74
CIF-FIX-IN-04,2025-08-13,20479.07,3205.42,3905.95
CIF-FIX-IN-04,2025-08-14,20445.68,3200.19,2985.44
CIF-FIX-IN-04,2025-08-15,20547.24,3216.09,3902.77
CIF-FIX-IN-04,2025-08-18,20549.02,3216.37,3310.72
CIF-FIX-IN-04,2025-08-19,20459.49,3202.36,3227.23
CIF-FIX-IN-04,2025-08-20,20555.94,3217.45,3830.34
CIF-FIX-IN-04,2025-08-21,20525.94,3212.76,2999.75
CIF-FIX-IN-04,2025-08-22,20509.04,3210.11,3612.81
CIF-FIX-IN-04,2025-08-25,20473.14,3204.49,3520.52
CIF-FIX-IN-04,2025-08-26,20462.47,3202.82,3839.0
CIF-FIX-IN-04,2025-08-27,20433.73,3198.32,3542.58
CIF-FIX-IN-04,2025-08-28,20576.0,3220.59,3592.17
CIF-FIX-IN-04,2025-08-29,20691.98,3238.74,3077.91
CIF-FIX-IN-04,2025-09-01,20597.75,3224.0,3740.07
CIF-FIX-IN-04,2025-09-02,20529.22,3213.27,3079.38
CIF-FIX-IN-04,2025-09-03,20647.49,3231.78,3008.03
CIF-FIX-IN-04,2025-09-04,20663.09,3234.22,3762.03
CIF-FIX-IN-04,2025-09-05,20628.1,3228.75,3949.05
CIF-FIX-IN-04,2025-09-08,20618.35,3227.22,3388.27
CIF-FIX-IN-04,2025-09-09,20668.49,3235.07,3461.97
CIF-FIX-IN-04,2025-09-10,20697.96,3239.68,3383.34
CIF-FIX-IN-04,2025-09-11,20720.1,3243.15,3283.43
CIF-FIX-IN-04,2025-09-12,20600.61,3224.44,2972.5
CIF-FIX-IN-04,2025-09-15,20533.54,3213.95,3034.04
CIF-FIX-IN-04,2025-09-16,20461.66,3202.69,3089.74
CIF-FIX-IN-04,2025-09-17,20469.2,3203.87,2944.29
CIF-FIX-IN-04,2025-09-18,20453.12,3201.36,3300.44
CIF-FIX-IN-04,2025-09-19,20293.79,3176.42,3740.29
CIF-FIX-IN-04,2025-09-22,20171.23,3157.24,3656.65
CIF-FIX-IN-04,2025-09-23,20237.59,3167.62,3564.29
CIF-FIX-IN-04,2025-09-24,20107.78,3147.3,3355.14
CIF-FIX-IN-04,2025-09-25,20176.15,3158.01,3201.75
CIF-FIX-IN-04,2025-09-26,20125.24,3150.04,3376.27
CIF-FIX-IN-04,2025-09-29,20096.4,3145.52,3056.56
CIF-FIX-IN-04,2025-09-30,20002.23,3130.78,3000.04
CIF-FIX-IN-04,2025-10-01,20056.75,3139.32,3562.77
CIF-FIX-IN-04,2025-10-02,20105.71,3146.98,3684.35
CIF-FIX-IN-04,2025-10-03,20072.09,3141.72,3732.68
CIF-FIX-IN-04,2025-10-06,20155.59,3154.79,3180.31
CIF-FIX-IN-04,2025-10-07,20123.66,3149.79,3092.79
CIF-FIX-IN-04,2025-10-08,20231.41,3166.66,3440.12
CIF-FIX-IN-04,2025-10-09,20248.99,3169.41,3325.41
CIF-FIX-IN-04,2025-10-10,20292.8,3176.26,3480.92
CIF-FIX-IN-04,2025-10-13,20308.92,3178.79,3600.98
CIF-FIX-IN-04,2025-10-14,20310.61,3179.05,3643.03
CIF-FIX-IN-04,2025-10-15,20419.12,3196.04,3541.44
CIF-FIX-IN-04,2025-10-16,20435.46,3198.59,3766.27
CIF-FIX-IN-04,2025-10-17,20408.99,3194.45,3273.2
CIF-FIX-IN-04,2025-10-20,20520.0,3211.83,2978.27
CIF-FIX-IN-04,2025-10-21,20416.0,3195.55,3424.37
CIF-FIX-IN-04,2025-10-22,20349.96,3185.21,3396.66
CIF-FIX-IN-04,2025-10-23,20397.94,3192.72,3171.73
CIF-FIX-IN-04,2025-10-24,20394.39,3192.16,3018.68
CIF-FIX-IN-04,2025-10-27,20450.7,3200.98,3581.09
CIF-FIX-IN-04,2025-10-28,20366.12,3187.74,3623.18
CIF-FIX-IN-04,2025-10-29,20337.13,3183.2,3874.28
CIF-FIX-IN-04,2025-10-30,20336.98,3183.18,3186.4
CIF-FIX-IN-04,2025-10-31,20342.63,3184.06,3851.28
CIF-FIX-IN-04,2025-11-03,20328.35,3181.83,3207.14
CIF-FIX-IN-04,2025-11-04,20336.64,3183.13,3260.69
CIF-FIX-IN-04,2025-11-05,20338.55,3183.43,3759.63
CIF-FIX-IN-04,2025-11-06,20365.19,3187.6,3014.49
CIF-FIX-IN-04,2025-11-07,20325.71,3181.42,3225.91
CIF-FIX-IN-04,2025-11-10,20327.18,3181.64,3717.65
CIF-FIX-IN-04,2025-11-11,20331.62,3182.34,3317.19
CIF-FIX-IN-04,2025-11-12,20438.58,3199.08,3568.66
CIF-FIX-IN-04,2025-11-13,20395.62,3192.36,3371.87
CIF-FIX-IN-04,2025-11-14,20463.12,3202.92,3441.1
CIF-FIX-IN-04,2025-11-17,20357.04,3186.32,3593.57
CIF-FIX-IN-04,2025-11-18,20353.01,3185.69,3491.8
CIF-FIX-IN-04,2025-11-19,20446.74,3200.36,3450.22
CIF-FIX-IN-04,2025-11-20,20393.88,3192.09,3698.46
CIF-FIX-IN-04,2025-11-21,22063.78,3453.46,3475.53
CIF-FIX-IN-04,2025-11-24,22114.77,3461.44,3897.91
CIF-FIX-IN-04,2025-11-25,22132.77,3464.26,4030.17
CIF-FIX-IN-04,2025-11-26,22132.57,3464.23,3496.19
CIF-FIX-IN-04,2025-11-27,22122.95,3462.72,4052.21
CIF-FIX-IN-04,2025-11-28,22136.71,3464.88,3569.66
CIF-FIX-IN-04,2025-12-01,22055.69,3452.2,3270.53
CIF-FIX-IN-04,2025-12-02,22008.35,3444.79,3893.37
CIF-FIX-IN-04,2025-12-03,22059.64,3452.81,4227.27
CIF-FIX-IN-04,2025-12-04,22039.75,3449.7,3575.2
CIF-FIX-IN-04,2025-12-05,22055.83,3452.22,3995.55
CIF-FIX-IN-04,2025-12-08,22091.46,3457.79,3620.11
CIF-FIX-IN-04,2025-12-09,22116.04,3461.64,3932.89
CIF-FIX-IN-04,2025-12-10,22094.74,3458.31,3321.1
CIF-FIX-IN-04,2025-12-11,22179.78,3471.62,3675.81
CIF-FIX-IN-04,2025-12-12,22070.12,3454.45,3568.01
CIF-FIX-IN-04,2025-12-15,22144.33,3466.07,4239.75
CIF-FIX-IN-04,2025-12-16,20295.33,3176.66,3854.57
CIF-FIX-IN-04,2025-12-17,20332.12,3182.42,3310.0
CIF-FIX-IN-04,2025-12-18,20371.9,3188.65,3415.45
CIF-FIX-IN-04,2025-12-19,20303.02,3177.86,3710.23
CIF-FIX-IN-04,2025-12-22,20218.39,3164.62,3470.49
CIF-FIX-IN-04,2025-12-23,20246.58,3169.03,3116.15
CIF-FIX-IN-04,2025-12-24,20215.04,3164.09,3882.66
CIF-FIX-IN-04,2025-12-25,20245.35,3168.84,3670.24
CIF-FIX-IN-04,2025-12-26,20262.86,3171.58,3035.33
CIF-FIX-IN-04,2025-12-29,20351.47,3185.45,3596.02
CIF-FIX-IN-04,2025-12-30,20381.74,3190.18,3767.27
CIF-FIX-IN-04,2025-12-31,20198.24,3161.46,3013.75
CIF-USD-EQ-05,2024-12-24,29349.21,3549.21,2438.29
CIF-USD-EQ-05,2024-12-25,29389.69,3554.1,2728.26
CIF-USD-EQ-05,2024-12-26,29170.0,3527.54,2231.67
CIF-USD-EQ-05,2024-12-27,29315.2,3545.09,2649.29
CIF-USD-EQ-05,2024-12-30,29375.89,3552.43,2181.78
CIF-USD-EQ-05,2024-12-31,29433.21,3559.36,2235.66
CIF-USD-EQ-05,2025-01-01,29234.45,3535.33,2296.19
CIF-USD-EQ-05,2025-01-02,29343.33,3548.5,2438.11
CIF-USD-EQ-05,2025-01-03,29257.88,3538.16,2614.85
CIF-USD-EQ-05,2025-01-06,29345.18,3548.72,2358.87
CIF-USD-EQ-05,2025-01-07,29593.05,3578.69,2339.68
CIF-USD-EQ-05,2025-01-08,29825.48,3606.8,2152.01
CIF-USD-EQ-05,2025-01-09,29683.15,3589.59,2482.86
CIF-USD-EQ-05,2025-01-10,29609.24,3580.65,2314.31
CIF-USD-EQ-05,2025-01-13,29525.42,3570.52,2787.29
CIF-USD-EQ-05,2025-01-14,29708.38,3592.64,2250.57
CIF-USD-EQ-05,2025-01-15,29664.72,3587.36,2255.41
CIF-USD-EQ-05,2025-01-16,29765.38,3599.53,2263.21
CIF-USD-EQ-05,2025-01-17,30011.69,3629.32,2119.42
CIF-USD-EQ-05,2025-01-20,29804.85,3604.31,2596.47
CIF-USD-EQ-05,2025-01-21,30004.99,3628.51,2421.09
CIF-USD-EQ-05,2025-01-22,29852.29,3610.04,2230.87
CIF-USD-EQ-05,2025-01-23,29989.0,3626.58,2394.32
CIF-USD-EQ-05,2025-01-24,30035.29,3632.18,2590.72
CIF-USD-EQ-05,2025-01-27,29972.49,3624.58,2398.84
CIF-USD-EQ-05,2025-01-28,29998.26,3627.7,2490.06
CIF-USD-EQ-05,2025-01-29,30213.71,3653.75,2245.48
CIF-USD-EQ-05,2025-01-30,30085.42,3638.24,2699.4
CIF-USD-EQ-05,2025-01-31,29820.61,3606.21,2605.02
CIF-USD-EQ-05,2025-02-03,29786.05,3602.03,2320.42
CIF-USD-EQ-05,2025-02-04,29868.16,3611.96,2258.37
CIF-USD-EQ-05,2025-02-05,29741.04,3596.59,2715.64
CIF-USD-EQ-05,2025-02-06,29678.72,3589.06,2662.63
CIF-USD-EQ-05,2025-02-07,29753.39,3598.08,2433.65
CIF-USD-EQ-05,2025-02-10,29779.19,3601.2,2769.97
CIF-USD-EQ-05,2025-02-11,30002.08,3628.16,2639.48
CIF-USD-EQ-05,2025-02-12,29779.85,3601.28,2203.12
CIF-USD-EQ-05,2025-02-13,29669.49,3587.94,2292.22
CIF-USD-EQ-05,2025-02-14,29760.29,3598.92,2224.48
CIF-USD-EQ-05,2025-02-17,29822.53,3606.45,2337.03
CIF-USD-EQ-05,2025-02-18,29724.43,3594.58,2368.1
CIF-USD-EQ-05,2025-02-19,29910.3,3617.06,2378.49
CIF-USD-EQ-05,2025-02-20,30109.72,3641.17,2393.08
CIF-USD-EQ-05,2025-02-21,30187.37,3650.57,2304.14
CIF-USD-EQ-05,2025-02-24,30201.15,3652.23,2572.95
CIF-USD-EQ-05,2025-02-25,30254.18,3658.64,2251.93
CIF-USD-EQ-05,2025-02-26,30241.64,3657.13,2141.7
CIF-USD-EQ-05,2025-02-27,30188.09,3650.65,2254.51
CIF-USD-EQ-05,2025-02-28,30331.1,3667.95,2748.32
CIF-USD-EQ-05,2025-03-03,30119.75,3642.39,2632.28
CIF-USD-EQ-05,2025-03-04,30129.49,3643.57,2378.45
CIF-USD-EQ-05,2025-03-05,30240.27,3656.96,2433.35
CIF-USD-EQ-05,2025-03-06,30401.17,3676.42,2265.33
CIF-USD-EQ-05,2025-03-07,30411.94,3677.72,2589.67
CIF-USD-EQ-05,2025-03-10,30479.89,3685.94,2529.52
CIF-USD-EQ-05,2025-03-11,30556.32,3695.18,2493.76
CIF-USD-EQ-05,2025-03-12,30681.97,3710.38,2584.15
CIF-USD-EQ-05,2025-03-13,30813.22,3726.25,2626.81
CIF-USD-EQ-05,2025-03-14,30438.7,3680.96,2525.28
CIF-USD-EQ-05,2025-03-17,30475.85,3685.45,2601.26
CIF-USD-EQ-05,2025-03-18,30599.7,3700.43,2205.35
CIF-USD-EQ-05,2025-03-19,30572.37,3697.12,2562.46
CIF-USD-EQ-05,2025-03-20,30360.39,3671.49,2635.83
CIF-USD-EQ-05,2025-03-21,30252.0,3658.38,2436.85
CIF-USD-EQ-05,2025-03-24,30361.68,3671.64,2325.35
CIF-USD-EQ-05,2025-03-25,30354.44,3670.77,2159.6
CIF-USD-EQ-05,2025-03-26,30327.08,3667.46,2404.62
CIF-USD-EQ-05,2025-03-27,30426.92,3679.53,2470.34
CIF-USD-EQ-05,2025-03-28,30293.17,3663.36,2632.84
CIF-USD-EQ-05,2025-03-31,30431.07,3680.04,2136.36
CIF-USD-EQ-05,2025-04-01,30324.85,3667.19,2340.65
CIF-USD-EQ-05,2025-04-02,30261.44,3659.52,2590.63
CIF-USD-EQ-05,2025-04-03,30245.69,3657.62,2475.05
CIF-USD-EQ-05,2025-04-04,30287.85,3662.72,2331.96
CIF-USD-EQ-05,2025-04-07,30639.61,3705.25,2447.65
CIF-USD-EQ-05,2025-04-08,30779.97,3722.23,2741.22
CIF-USD-EQ-05,2025-04-09,30678.31,3709.93,2484.58
CIF-USD-EQ-05,2025-04-10,30648.45,3706.32,2621.04
CIF-USD-EQ-05,2025-04-11,30602.72,3700.79,2190.35
CIF-USD-EQ-05,2025-04-14,30515.26,3690.22,2703.63
CIF-USD-EQ-05,2025-04-15,30447.5,3682.02,2185.07
CIF-USD-EQ-05,2025-04-16,30635.28,3704.73,2741.74
CIF-USD-EQ-05,2025-04-17,30612.08,3701.93,2713.39
CIF-USD-EQ-05,2025-04-18,30468.22,3684.53,2696.84
CIF-USD-EQ-05,2025-04-21,28421.62,3437.03,2259.46
CIF-USD-EQ-05,2025-04-22,28443.7,3439.7,2069.04
CIF-USD-EQ-05,2025-04-23,28414.62,3436.19,2612.53
CIF-USD-EQ-05,2025-04-24,28191.27,3409.18,2471.75
CIF-USD-EQ-05,2025-04-25,28172.47,3406.9,2543.15
CIF-USD-EQ-05,2025-04-28,28345.36,3427.81,2598.45
CIF-USD-EQ-05,2025-04-29,28346.41,3427.94,2065.92
CIF-USD-EQ-05,2025-04-30,28426.46,3437.62,2212.97
CIF-USD-EQ-05,2025-05-01,28454.91,3441.06,2089.66
CIF-USD-EQ-05,2025-05-02,28302.01,3422.57,2553.31
CIF-USD-EQ-05,2025-05-05,28338.29,3426.96,2547.29
CIF-USD-EQ-05,2025-05-06,28379.59,3431.95,2343.89
CIF-USD-EQ-05,2025-05-07,28312.71,3423.86,2579.46
CIF-USD-EQ-05,2025-05-08,28256.42,3417.06,2620.55
CIF-USD-EQ-05,2025-05-09,28136.19,3402.52,2517.4
CIF-USD-EQ-05,2025-05-12,28346.76,3427.98,2566.73
CIF-USD-EQ-05,2025-05-13,28621.0,3461.14,2364.15
CIF-USD-EQ-05,2025-05-14,28529.26,3450.05,2220.17
CIF-USD-EQ-05,2025-05-15,29726.39,3594.82,2098.02
CIF-USD-EQ-05,2025-05-16,29446.71,3561.0,2726.54
CIF-USD-EQ-05,2025-05-19,29221.99,3533.82,2081.03
CIF-USD-EQ-05,2025-05-20,29366.01,3551.24,2766.29
CIF-USD-EQ-05,2025-05-21,29233.23,3535.18,2504.08
CIF-USD-EQ-05,2025-05-22,29140.56,3523.98,2268.59
CIF-USD-EQ-05,2025-05-23,29201.76,3531.38,2216.2
CIF-USD-EQ-05,2025-05-26,29191.41,3530.12,2246.61
CIF-USD-EQ-05,2025-05-27,29461.34,3562.77,2181.52
CIF-USD-EQ-05,2025-05-28,29544.83,3572.86,2463.88
CIF-USD-EQ-05,2025-05-29,29359.23,3550.42,2345.63
CIF-USD-EQ-05,2025-05-30,29427.22,3558.64,2114.52
CIF-USD-EQ-05,2025-06-02,29578.9,3576.98,2617.69
CIF-USD-EQ-05,2025-06-03,29654.55,3586.13,2699.15
